_id,PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
3216345,325269228,23179940,14,2023-11-12T21:01:00,"4000 Block Wilksboro Ave Pittsburgh, PA 15212",N,Brighton Heights,1,CRIM MISCHIEF,3304 Criminal Mischief.,2701,,,,
3216346,325270548,23179935,26,2023-11-12T20:35:00,"200 Block Schenley Dr Pittsburgh, PA 15213",Y,Shadyside,4,CRIMINAL TRESPASS,3503 Criminal Trespass,705,8,3,-79.93701046153633,40.43979107161925
3216347,325271180,23179932,10,2023-11-12T20:24:00,"Broadway Ave & Hampshire Br Pittsburgh, PA 15216",Y,Beechview,6,RESIST ARREST/OTHER LAW ENFORC,"5104 Resisting Arrest or Other Law Enforcement. / 5505 Public Drunkenness / 5503 Disorderly Conduct. / 6501(a)(1) Scattering Rubbish; Any waste, dangerous or detrimental substance upon public property or waters",1916,4,5,-80.02467605888583,40.41057566570162
3216348,325272531,23179947,6,2023-11-12T21:04:00,"2200 Block Hazeldell St Pittsburgh, PA 15210",N,Carrick,3,THEFT FROM AUTO,3934 Theft from Vehicle,2902,4,3,-79.98568111388151,40.39139756164056
3216349,325273350,23179974,0,2023-11-12T22:15:00,"2800 Block Ardsley Ave Pittsburgh, PA 15226",N,Brookline,6,99,9998 Overdose Other,1918,,,,
3216350,324213761,23171300,99,2023-10-28T02:39:00,"E Warrington Ave & Curtin Ave Pittsburgh, PA 15210",N,Beltzhoover,3,MENTAL 201/302,9498 302 (Mental),1809,3,5,-79.99890735771395,40.42116128421909
3216351,325187507,23178730,0,2023-11-10T14:32:00,"900 Block Berkshire Ave Pittsburgh, PA 15226",N,Brookline,6,99,9999 9999 - (Misc. Incident): ,1918,4,5,-80.01991998102302,40.39224011392672
3216352,325188514,23178739,27,2023-11-10T15:38:00,"Denniston St & Northumberland St Pittsburgh, PA 15217",N,Squirrel Hill North,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1403,8,3,-79.91855090353566,40.442051425510144
3216353,325188552,23178757,11,2023-11-10T16:50:00,"300 Block E North Ave Pittsburgh, PA 15212",N,Terrace Village,1,THEFT BY DECEPTION,3922 Theft by Deception.,511,1,1,-80.00963634854578,40.454910356150975
3216354,325188939,23178770,14,2023-11-10T17:01:00,"1000 Block Brownsville Rd Pittsburgh, PA 15210",N,Carrick,3,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,2902,4,3,-79.99172952770965,40.4059896119995
3216355,325189583,23178788,11,2023-11-10T17:42:00,"5400 Block Broad St Pittsburgh, PA 15206",N,Garfield,5,THEFT BY DECEPTION,3922 Theft by Deception.,1114,9,2,-79.93580716136063,40.46542010348031
3216356,324320802,23172540,6,2023-10-29T02:00:00,"300 Block North Shore Dr Pittsburgh, PA 15212",N,North Shore,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2205,1,1,-80.00963634854578,40.454910356150975
3216357,324322688,23172528,6,2023-10-30T04:20:00,"10 Block Soffel St Pittsburgh, PA 15211",N,Mount Washington,3,THEFT FROM AUTO,3934 Theft from Vehicle,1915,4,5,-80.01209225755765,40.419709584258406
3216358,324324628,23172556,0,2023-10-30T06:52:00,"Oakland Ave & Forbes Ave Pittsburgh, PA 15213",N,Central Oakland,4,99,9999 9999 - (Misc. Incident): ,405,3,3,-79.95697438101755,40.44157181745245
3216359,325219451,23179364,0,2023-11-11T17:40:00,"1200 Block Success St Pittsburgh, PA 15212",Y,California-Kirkbride,1,99,9994 PFA Service,2507,6,1,-80.02545182078792,40.46275594569012
3216360,325223434,23179415,0,2023-11-11T19:40:00,"100 Block Milroy St Pittsburgh, PA 15214",N,Perry South,1,99,9994 PFA Service,2615,,,,
3216361,325224707,23179440,0,2023-11-11T21:00:00,"100 Block Anderson St Pittsburgh, PA 15212",N,North Shore,1,99,9994 PFA Service,2205,1,6,-79.99936183604733,40.44863837419596
3216362,325225942,23179457,0,2023-11-11T21:40:00,"6200 Block North Way Dr Pittsburgh, PA 15237",N,Outside City,OSC,99,9999 9999 - (Misc. Incident): Suspicious vehicle,5599,,,,
3216363,325231203,23179078,27,2023-11-11T06:21:00,"300 Block Cedarcove St Pittsburgh, PA 15227",N,Carrick,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2904,4,3,-79.97395754727947,40.390843759175155
3216364,325231533,23179601,18,2023-11-12T04:00:00,"Lincoln Ave & Lemington Ave Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,STOLEN PROPERTY - OTHER,13(a)(32) Paraphernalia - Use or Possession / 13(a)(31) Marijuana: Possession Small Amount / 13(a)(16) Possession of Controlled Substance / 1786 Required Financial Responsibility. / 4524 Windshield Obstructions and Wipers. / 1301 Registration and Certificate of Title Required. / 1543 Driving While Operating Privilege is Suspended or Revoked.,1201,9,2,-79.89605038674367,40.46875700418866
3216365,325234438,23179628,10,2023-11-03T08:00:00,"200 Block East Ohio St Pittsburgh, PA 15212",N,Allegheny Center,1,SIMPLE ASSAULT,2701 Simple Assault.,2204,,,,
3216366,-3698000272,23179729,99,2023-11-12T12:44:00,"700 Block Bryn Mawr Rd Pittsburgh, PA 15219",N,Upper Hill,2,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),506,6,3,-79.96249329748396,40.45319981777354
3216367,324495800,23173544,4,2023-11-01T07:16:00,"1200 Block Mohler St Pittsburgh, PA 15221",N,Homewood North,5,AGG-ASSAULT,2702 Aggravated Assault. / 2701 Simple Assault. / 5104 Resisting Arrest or Other Law Enforcement.,1301,9,2,-79.8864602237102,40.45937083543133
3216368,324655228,23174816,0,2023-11-03T11:20:00,"1500 Block Centre Ave Pittsburgh, PA 15219",N,Crawford-Roberts,2,99,9999 9999 - (Misc. Incident): (Mental Health),305,6,3,-79.98592197254293,40.44136563782706
3216369,324872176,23173610,0,2023-11-07T10:30:00,"1900 Block Capital Ave Pittsburgh, PA 15226",N,Brookline,6,99,"601.11(a) Littering and Dumping; Any waste, dangerous or detrimental substance upon public property",1917,4,5,-80.01858460322094,40.40389279920999
3216370,324761489,23176184,27,2023-11-05T23:59:00,"2900 Block Stafford St Pittsburgh, PA 15204",N,Sheraden,6,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 9134 Pedestrian Hit by Vehicle/Non-Reportable Accident,2018,2,5,-80.05047270151634,40.456740537642524
3216371,324813676,23176478,6,2023-11-06T00:01:00,"6400 Block Apple Ave Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,THEFT,"3924 Theft of Property Lost, Mislaid or Delivered by Mistake. / 4106 Access Device Fraud",1203,,,,
3216372,324814408,23176500,6,2023-11-06T09:30:00,"900 Block kennebec St Pittsburgh, PA 15217",N,Greenfield,4,THEFT FROM AUTO,3934 Theft from Vehicle,1517,5,3,-79.9318323698343,40.42510591454758
3216373,324815510,23176508,27,2023-11-06T14:30:00,"10 Block Roscoe St Pittsburgh, PA 15203",N,South Side Slopes,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1706,3,3,-79.9788086685972,40.42346727034399
3216374,324815761,23176517,11,2023-10-31T00:01:00,"5600 Block Beacon St Pittsburgh, PA 15217",N,Squirrel Hill South,4,IDENTITY THEFT,4120 Identity Theft,1413,5,3,-79.92738761337134,40.433927252444434
3216375,324821348,23176557,99,2023-11-06T09:30:00,"2500 Block Wylie Ave Pittsburgh, PA 15219",N,Middle Hill,2,LOST PROPERTY,9504 Lost Property,501,6,3,-79.97167571481548,40.44811067039392
3216376,324822038,23176575,14,2023-11-06T15:00:00,"1100 Block Paulson Ave Pittsburgh, PA 15206",N,Lincoln-Lemington-Belmar,5,CRIM MISCHIEF,3304 Criminal Mischief.,1203,9,2,-79.90582277856117,40.46712144478173
3216377,324832610,23176654,6,2023-11-06T00:01:00,"1300 Block Rescue St Pittsburgh, PA 15212",N,Spring Hill-City View,1,THEFT,3921 Theft by Unlawful Taking or Disposition. / 4101 Forgery.,2620,1,1,-79.9922192121857,40.46678330030244
3216378,324834177,23176667,6,2023-11-06T18:00:00,"300 Block Ophelia St Pittsburgh, PA 15213",N,South Oakland,4,THEFT,3921 Theft by Unlawful Taking or Disposition.,409,6,3,-79.96327758727959,40.43494756887175
3216379,324834154,23176647,0,2023-11-06T19:00:00,"100 Block Auburn St Pittsburgh, PA 15206",N,Larimer,5,99,9999 9999 - (Misc. Incident): ,1208,,,,
3216380,324834634,23176676,6,2023-11-06T19:00:00,"3500 Block Liberty Ave Pittsburgh, PA 15201",N,Lower Lawrenceville,2,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,603,7,2,-79.96438293120809,40.461540596156816
3216381,324834957,23176677,6,2023-11-06T19:39:00,"1900 Block Wharton St Pittsburgh, PA 15203",N,South Side Flats,3,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1702,,,,
3216382,324835294,23176685,6,2023-11-06T19:55:00,"1900 Block Wharton St Pittsburgh, PA 15203",N,South Side Flats,3,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,1702,,,,
3216383,324837570,23176503,10,2023-11-06T15:30:00,"4700 Block Cypress St Pittsburgh, PA 15224",N,Bloomfield,5,HARRASSMENT,2709 Harassment (Non-Specific),802,7,2,-79.94902828932562,40.459864358709304
3216384,325341218,23180394,10,2023-11-13T18:55:00,"800 Block Penn Ave Pittsburgh, PA 15222",N,Central Business District,2,HARRASSMENT,2709(a)(3) Harassment No Legitimate Purpose,201,6,6,-79.99909608680433,40.443298681206606
3216385,324218566,23171339,6,2023-10-28T05:20:00,"1000 Block N Sheridan Ave Pittsburgh, PA 15206",N,Highland Park,5,THEFT FROM AUTO,3934 Theft from Vehicle,1106,7,2,-79.91687105614291,40.47245879432285
3216386,324510085,23173703,0,2023-11-01T13:15:00,"2000 Block Centre Ave Pittsburgh, PA 15219",N,Crawford-Roberts,2,99,9993 PFA Service with Weapons Supplement,305,6,3,-79.97998240539275,40.44358891030736
3216387,324576139,23174160,10,2023-11-01T09:15:00,"200 Block Stanwix St Pittsburgh, PA 15222",Y,Central Business District,2,HARRASSMENT,2709(a) Harassment.,201,6,6,-80.00488340744737,40.4398315923209
3216388,324577813,23174206,99,2023-11-02T10:35:00,"800 Block Allegheny Ave Pittsburgh, PA 15233",N,Chateau,1,LOST PROPERTY,9504 Lost Property,2108,1,1,-80.01840365796008,40.45093493018014
3216389,324858938,23176831,5,2023-11-07T03:30:00,"400 Block Smithfield St Pittsburgh, PA 15222",N,Central Business District,2,BURGLARY,3502 Burglary.,201,6,6,-79.99932299068531,40.438786987511165
3216390,324877215,23176920,3,2023-11-07T10:33:00,"Market St Pittsburgh, PA 15222",N,Central Business District,2,ROBBERY,3701 Robbery.,201,6,6,-80.00446223461844,40.43791823751137
3216391,324912566,23176992,0,2023-11-07T13:34:00,"200 Block N Braddock Ave Pittsburgh, PA 15221",N,Point Breeze North,4,99,9999 9999 - (Misc. Incident): Possible fall,1405,,,-79.86144626413638,40.423214847367774
3216392,324422945,23173085,0,2023-10-31T11:40:00,"900 Block Liberty  St McKees rocks, PA 15136",N,Outside City,OSC,99,9094 Recovered Stolen Vehicle (OUTSIDE CITY),5599,,,-80.0790283967255,40.471526134017246
3216393,324588808,23173738,0,2023-11-01T14:08:00,"100 Block Renova St Pittsburgh, PA 15207",N,Hazelwood,4,99,9999 9999 - (Misc. Incident): ,1515,5,3,-79.93940734917422,40.40049087678556
3216394,324652126,23174732,99,2023-11-03T08:05:00,"400 Block St. Joseph Ave Pittsburgh, PA 15210",N,South Side Flats,3,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),1702,,,,
3216395,-3548164685,23176422,6,2023-11-05T14:19:00,"200 Block Southern Ave Pittsburgh, PA 15211",N,Mount Washington,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,1915,2,5,-80.01086390681444,40.42437057773013
3216396,324883434,23171433,10,2023-10-28T02:53:00,"3600 Block Dawson St Pittsburgh, PA 15213",Y,Central Oakland,4,HARRASSMENT,2709(a)(3) Harassment No Legitimate Purpose / 5506 Loitering and Prowling at Night / 7507.1 Invasion Privacy - Victim Full or Part Nude,406,3,3,-79.95253548882393,40.43624621981158
3216397,324979782,23177529,0,2023-11-08T11:20:00,"900 Block Western Ave Pittsburgh, PA 15233",N,Allegheny West,1,99,9999 9999 - (Misc. Incident): Non Reportable Accident,2201,1,1,-80.01670483212999,40.452108632293964
3216398,325259211,23179803,0,2023-11-12T17:00:00,"1800 Block Realty Ave Pittsburgh, PA 15216",N,Beechview,6,99,"601.11(a) Littering and Dumping; Any waste, dangerous or detrimental substance upon public property",1920,,,,
3216399,325275748,23180039,5,2023-11-13T02:46:00,"2900 Block Brighton Rd Pittsburgh, PA 15212",N,Marshall-Shadeland,4,BURGLARY,3502 Burglary.,2715,1,1,-80.02702913851068,40.47179513973506
3216400,325298498,23180153,6,2023-11-13T10:48:00,"400 Block N Homewood Ave Pittsburgh, PA 15208",N,Point Breeze North,4,THEFT,3921 Theft by Unlawful Taking or Disposition.,1405,9,3,-79.90420388764471,40.446079596556245
3216401,324804381,23176346,0,2023-11-06T10:00:00,"1200 Block Ingham St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,99,9997 Overdose Death,2704,1,1,-80.02665541126612,40.46700479553413
3216402,324846339,23176818,0,2023-11-05T06:48:00,"W Carson St & Corliss St Pittsburgh, PA 15204",N,Esplen,6,99,9999 9999 - (Misc. Incident): Non-reportable crash involving city property  / 1543 Driving While Operating Privilege is Suspended or Revoked.,2017,2,5,-80.03937056126962,40.45289374220698
3216403,324879103,23176931,99,2023-11-07T10:58:00,"Allegheny Ave & W North Ave Pittsburgh, PA 15233",Y,Manchester,1,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,2107,1,1,-80.01943276808193,40.453109938511055
3216404,324892971,23176960,6,2023-11-07T12:25:00,"500 Block Smithfield St Pittsburgh, PA ",N,Central Business District,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,201,6,6,-79.99811947171193,40.44034004199207
3216405,324902387,23176461,27,2023-11-06T14:19:00,"Bayard St & N Craig St Pittsburgh, PA 15213",N,North Oakland,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 3744 Duty to Give Information and Render Aid / 1785 Proof of Financial Responsibility Following Accident.,404,8,3,-79.95074178170645,40.44980808763346
3216406,324906163,23176997,6,2023-11-07T13:30:00,"400 Block Liberty Pittsburgh, PA 15222",N,Central Business District,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,201,6,6,-80.00569080342841,40.44096980907435
3216407,324272414,23172210,4,2023-10-29T17:27:00,"7200 Block Felicia Way Pittsburgh, PA 15208",N,Homewood South,5,AGG-ASSAULT,2702 Aggravated Assault.,1303,9,2,-79.8964467454684,40.45693321395519
3216408,324284710,23172404,0,2023-10-30T02:30:00,"7300 Block Hamilton Ave Pittsburgh, PA 15208",N,Homewood South,5,99,9998 Overdose Other,1303,9,2,-79.89564758083468,40.454024491261066
3216409,324366535,23172818,6,2023-10-28T11:00:00,"1000 Block Rothpletz St Pittsburgh, PA 15212",N,Marshall-Shadeland,1,THEFT,3921 Theft by Unlawful Taking or Disposition.,2715,1,1,-80.0233996354716,40.47638956018558
3216410,324979918,23177506,14,2023-11-08T01:40:00,"27th St & Jane St Pittsburgh, PA 15222",N,Marshall-Shadeland,3,CRIM MISCHIEF,3304 Criminal Mischief.,2715,3,3,-79.96789417167479,40.42538800063103
3216411,325111771,23174739,6,2023-11-01T18:00:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,Central Lawrenceville,2,THEFT,3921 Theft by Unlawful Taking or Disposition. / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,201,6,6,-79.99688178462712,40.43480407292362
3216412,325206950,23179144,0,2023-11-11T10:08:00,"1300 Block Arch St Pittsburgh, PA 15212",N,Central North Side,1,99,9999 9999 - (Misc. Incident): ,2206,1,1,-80.00889251270358,40.45660365844132
3216413,325211635,23178548,14,2023-11-10T03:50:00,"2400 Block Beechwood Blvd Pittsburgh, PA 15217",N,Squirrel Hill South,4,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,1408,5,3,-79.91543145560456,40.43245698334897
3216414,324250219,23171897,14,2023-10-29T03:00:00,"E Carson St & S 14th St Pittsburgh, PA 15203",N,South Side Flats,3,CRIM MISCHIEF,3304 Criminal Mischief. / 8106 Shots Fired,1702,3,3,-79.98414904704178,40.42880714577045
3216415,-3533165276,23171977,14,2023-10-29T07:54:00,"800 Block Boggs Ave Pittsburgh, PA 15211",Y,Mount Washington,3,CRIM MISCHIEF,3304 Criminal Mischief.,1915,4,5,-80.01241499339191,40.41849774794243
3216416,324284435,23172395,6,2023-10-29T14:45:00,"1300 Block Woods Run Ave Pittsburgh, PA 15212",N,Marshall-Shadeland,1,THEFT,3921 Theft by Unlawful Taking or Disposition. / 3503(a) Criminal Trespass,2715,,,-79.88299772238544,40.44622031994139
3216417,324443895,23173202,99,2023-10-31T15:40:00,"Brownsville Rd & Biscayne Dr Pittsburgh, PA 15210",Y,Carrick,3,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,2904,4,3,-79.98380180625861,40.38733238858871
3216418,324627003,23174544,0,2023-11-02T22:21:00,"100 Block Rhine Pl Pittsburgh, PA 15212",N,Spring Hill-City View,1,99,9999 9999 - (Misc. Incident): ,2620,1,1,-79.99204184514898,40.46535964895462
3216419,325105996,23176494,27,2023-11-06T15:55:00,"West End Brg & Western Ave Pittsburgh, PA 15223",N,Crawford-Roberts,1,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,305,6,1,-80.0251278574358,40.44973927471264
3216420,325108979,23178238,6,2023-11-09T16:50:00,"200 Block 5th Ave Pittsburgh, PA 15222",N,Central Business District,2,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,201,6,6,-80.00207710815553,40.44123639882767
3216421,325114006,23178329,15,2023-11-09T19:05:00,"Liberty Ave & 7th St Pittsburgh, PA 15222",Y,Central Business District,2,FIREARMS NOT TO BE CARRIED WO LICENSE,6106 Firearms not to be Carried without a License.,201,6,6,-79.99989388893043,40.44244524079479
3216422,325118608,23178354,10,2023-11-09T20:19:00,"3000 Block Terrace St Pittsburgh, PA 15213",N,Terrace Village,2,SIMPLE ASSAULT,2701 Simple Assault. / 2706 Terroristic Threats. / 2903 False Imprisonment.,510,,,,
3216423,325127733,23178405,27,2023-11-09T22:51:00,"Federal St N & W North Ave Pittsburgh, PA 15212",N,Allegheny Center,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2204,1,1,-80.00663566906515,40.455456987738444
3216424,324233805,23171463,0,2023-10-28T12:33:00,"9th St & Penn Ave Pittsburgh, PA 15222",N,Central Business District,2,99,8106 Shots Fired,201,6,6,-79.99834797103081,40.44375079055259
3216425,324247353,23171715,10,2023-10-28T21:14:00,"1000 Block Sheffield St Pittsburgh, PA 15233",Y,Manchester,1,SIMPLE ASSAULT,2701 Simple Assault. / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 13(a)(32) Paraphernalia - Use or Possession,2107,,,,
3216426,324520995,23173733,99,2023-11-01T14:03:00,"Anderson St & Lacock St Pittsburgh, PA 15212",Y,North Shore,1,ARREST ON ATTACHMENT ORDER,9015 Failure To Appear/Arrest on Attachment Order,2205,1,6,-80.00098354797736,40.44968208535703
3216427,324551777,23173954,10,2023-11-01T20:39:00,"600 Block Pressley St Pittsburgh, PA 15212",Y,East Allegheny,1,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",2304,1,1,-79.99867967214155,40.45221882271537
3216428,324633834,23174673,99,2023-11-03T05:10:00,"Banksville Rd & Potomac Ave Pittsburgh, PA 15216",N,Banksville,6,MENTAL 201/302,9498 302 (Mental),2023,2,5,-80.04087196571436,40.40332758572355
3216429,324688549,23175157,6,2023-11-03T22:00:00,"6300 Block Penn Ave Pittsburgh, PA 15206",N,East Liberty,5,THEFT,3921 Theft by Unlawful Taking or Disposition. / 4106 Access Device Fraud,1115,,,,
3216430,-3533175306,23175205,99,2023-11-04T02:32:00,"200 Block Becks Run Rd Pittsburgh, PA 15210",N,Carrick,3,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,2902,,,,
3216431,324950452,23177377,18,2023-11-08T04:04:00,"300 Block Mc Kinley St Pittsburgh, PA 15210",Y,Knoxville,3,STOLEN PROPERTY - OTHER,13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance,3001,3,5,-79.99396956905645,40.409102453272396
3216432,325212859,23178561,0,2023-11-09T14:30:00,"Wightman St & Hobart St Pittsburgh, PA 15217",N,Squirrel Hill South,4,99,9999 9999 - (Misc. Incident): Harassment ,1413,5,3,-79.92756429187293,40.432615442261145
3216433,325213253,23179236,11,2023-11-11T13:00:00,"200 Block 5th Ave Pittsburgh, PA 15222",N,Central Business District,2,CREDIT CARDS,4106 Access Device Fraud,201,6,6,-80.00207710815553,40.44123639882767
3216434,325253754,23174306,10,2023-11-02T14:18:00,"Fort Duquesne Blvd & 6th St Pittsburgh, PA 15222",Y,Central Business District,2,SIMPLE ASSAULT,2701 Simple Assault. / 2902 Unlawful Restraint.,201,6,6,-80.0027644838971,40.44407025684121
3216435,325261074,23179808,6,2023-11-12T16:00:00,"1700 Block W North Ave Pittsburgh, PA 15233",N,Chateau,1,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,2108,,,,
3216436,325261329,23179773,99,2023-11-12T14:41:00,"700 Block Brookline Blvd Pittsburgh, PA 15226",Y,Brookline,6,ACCIDENTAL FIRE,9018 Accidental Fire,1918,4,5,-80.02169562687736,40.39459113465609
3216437,325273318,23179964,3,2023-11-12T22:03:00,"1000 Block Freeport Rd Pittsburgh, PA 15215",N,Lincoln-Lemington-Belmar,5,ROBBERY,3701 Robbery.,1201,9,2,-79.88700326161087,40.486950652185165
3216438,324351042,23172567,99,2023-10-30T15:26:00,"3700 Block Childs St Pittsburgh, PA 15213",N,South Oakland,4,MENTAL 201/302,9498 302 (Mental),409,3,3,-79.95260350268985,40.43016249313741
3216439,324359645,23172709,99,2023-10-30T17:35:00,"1600 Block Hybla St Pittsburgh, PA 15212",N,Brighton Heights,1,AIDED CASE,9497 Aided Case,2703,,,,
3216440,324364531,23172782,10,2023-10-30T19:45:00,"300 Block North Shore Dr Pittsburgh, PA 15212",Y,North Shore,1,SIMPLE ASSAULT,2701 Simple Assault. / 13(a)(31) Marijuana: Possession Small Amount,2205,1,1,-80.00963634854578,40.454910356150975
3216441,324460663,23173456,99,2023-11-01T00:29:00,"500 Block Cabot Way Pittsburgh, PA 15203",N,South Side Flats,3,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,1702,3,3,-79.99484692129806,40.42911914972915
3216442,324523592,23173719,27,2023-11-01T13:30:00,"Atwood St & 5th Ave Pittsburgh, PA 15213",N,Central Oakland,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,405,3,3,-79.95847164683754,40.44177660992007
3216443,324240877,23171617,10,2023-10-28T18:20:00,"1300 Block Superior Ave Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,SIMPLE ASSAULT,2701 Simple Assault.,2704,1,1,-80.0298823835126,40.468019530879225
3216444,324241622,23171634,0,2023-10-28T18:30:00,"700 Block THORN St Sewickly, PA 15143",Y,Outside City,OSC,99,9094 Recovered Stolen Vehicle (OUTSIDE CITY),5599,,,-80.17976649245077,40.53745195070025
3216445,324245247,23171732,15,2023-10-28T22:03:00,"10 Block Auburn St Pittsburgh, PA 15206",Y,Larimer,5,FIREARMS NOT TO BE CARRIED WO LICENSE,6106 Firearms not to be Carried without a License. / 4302 Periods for Requiring Lighted Lamps. / 3334 Turning Movements and Required Signals.,1208,9,2,-79.91635865105529,40.46324714283835
3216446,324251276,23171948,0,2023-10-29T05:15:00,"800 Block E Warrington Ave Pittsburgh, PA 15210",N,Allentown,3,99,9994 PFA Service,1803,3,5,-79.99370505437578,40.42180225515111
3216447,324759178,23174061,14,2023-11-02T01:54:00,"600 Block E Warrington Ave Pittsburgh, PA 15210",N,Allentown,3,CRIM MISCHIEF,3304 Criminal Mischief.,1803,3,5,-79.99720708934294,40.42155997819978
3216448,324759404,23176179,0,2023-11-06T00:15:00,"400 Block Kingsboro St Pittsburgh, PA 15211",Y,Mount Washington,3,99,9093 Indirect Criminal Contempt,1807,3,5,-80.00054180383827,40.421619727062634
3216449,324837647,23176652,8,2023-11-06T19:03:00,"6500 Block Navarro St Pittsburgh, PA 15206",Y,Lincoln-Lemington-Belmar,5,DANGEROUS BURNING,3301(d.1) Dangerous Burning,1203,,,,
3216450,324921800,23177062,5,2023-11-06T17:01:00,"1600 Block Hatteras St Pittsburgh, PA 15212",N,Troy Hill,1,BURGLARY,3502 Burglary. / 3921 Theft by Unlawful Taking or Disposition.,2406,1,1,-79.98433312238889,40.46330973653619
3216451,325062391,23178016,0,2023-11-08T11:15:00,"6500 Block Northumberland St Pittsburgh, PA 15217",N,Squirrel Hill North,4,99,9999 9999 - (Misc. Incident): Possible Harassment,1403,,,,
3216452,325190978,23178781,0,2023-11-10T18:50:00,"2900 Block Marshall Rd Pittsburgh, PA 15214",N,Perry North,1,99,9999 9999 - (Misc. Incident): ,2607,1,1,-80.01444512120334,40.474804819599
3216453,325192352,23178797,27,2023-11-10T17:30:00,"4400 Block Browns Hill Rd Pittsburgh, PA 15207",N,Crawford-Roberts,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop. / 3744 Duty to Give Information and Render Aid,305,,,,
3216454,325194316,23178874,10,2023-11-10T20:48:00,"2500 Block Chauncey Dr Pittsburgh, PA 15219",Y,Bedford Dwellings,2,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",509,6,3,-79.97383970648434,40.45098330417301
3216455,325195317,23178881,18,2023-11-10T21:09:00,"Middle St & East Ohio St Pittsburgh, PA 15212",Y,East Allegheny,1,STOLEN PROPERTY,13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant,2304,1,1,-79.99916240964956,40.45376016816286
3216456,324551956,23173990,17,2023-11-01T22:08:00,Zone 1,N,,1,INDECENT ASSAULT WITHOUT CONSENT,3126(a)(1) Indecent assault without consent,,,,,
3216457,324556878,23173524,27,2023-11-01T04:05:00,"400 Block N Craig St Pittsburgh, PA 15213",N,North Oakland,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 3744 Duty to Give Information and Render Aid,507,6,3,-79.95310152888588,40.4542251530937
3216458,324623628,23174429,17,2023-11-02T17:56:00,"Bennett St & N Homewood Ave Pittsburgh, PA 15208",Y,Homewood South,5,OPEN LEWDNESS,5901 Open Lewdness. / 3802(c) DUI - Highest Rate of Alcohol - BAC >= .16% / 3743 Accidents Involving Damage to Attended Veh. or Property,1303,9,2,-79.89666327470734,40.45647191349073
3216459,324678073,23174598,27,2023-11-02T18:05:00,"2800 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property,1609,2,5,-80.04568778018974,40.45840333057247
